Year,Month,State,County,CO2 (ppm),NO2 (ppb),Ozone (ppm),PM2.5 (ug/m3),Pollutant,Monthly AQI Average
2020,1,Colorado,Rio Blanco,0,10.331034482758621,0.036516129032258066,5.628571428571429,PM2.5 - Local Conditions,30.80952380952381
2020,1,Colorado,San Juan,0,0,0,0.6599999999999999,PM2.5 - Local Conditions,3.6
2020,1,Colorado,Weld,0.3233333333333333,0,0.037603175,6.687804878,Carbon monoxide,3.6333333333333333
2020,1,Colorado,Weld,0.3233333333333333,0,0.037603175,6.687804878,Ozone,34.80952380952381
2020,1,Colorado,Weld,0.3233333333333333,0,0.037603175,6.687804878,PM2.5 - Local Conditions,35.31707317073171
2020,1,Hawaii,Hawaii,0,0,0,1.980681818181818,PM2.5 - Local Conditions,11.003787878787879
2020,1,Hawaii,Honolulu,0.19041095890410958,14.151851851851852,0.035084746,4.412121212121212,Carbon monoxide,2
2020,1,Hawaii,Honolulu,0.19041095890410958,14.151851851851852,0.035084746,4.412121212121212,Nitrogen dioxide (NO2),13.037037037037036
2020,1,Hawaii,Honolulu,0.19041095890410958,14.151851851851852,0.035084746,4.412121212121212,Ozone,32.440677966101696
2020,1,Hawaii,Honolulu,0.19041095890410958,14.151851851851852,0.035084746,4.412121212121212,PM2.5 - Local Conditions,24.227272727272727
2020,1,Hawaii,Kauai,0,10.62962962962963,0,4.9,Nitrogen dioxide (NO2),9.777777777777779
2020,1,Hawaii,Kauai,0,10.62962962962963,0,4.9,PM2.5 - Local Conditions,27
2020,1,Hawaii,Maui,0,0,0,3.829577464788732,PM2.5 - Local Conditions,20.802816901408452
2020,1,New Mexico,Bernalillo,0.41041666666666665,28.784000000000002,0.035977777777777775,6.253591160220995,Carbon monoxide,4.708333333333333
2020,1,New Mexico,Bernalillo,0.41041666666666665,28.784000000000002,0.035977777777777775,6.253591160220995,Nitrogen dioxide (NO2),26.78
2020,1,New Mexico,Bernalillo,0.41041666666666665,28.784000000000002,0.035977777777777775,6.253591160220995,Ozone,33.32222222222222
2020,1,New Mexico,Bernalillo,0.41041666666666665,28.784000000000002,0.035977777777777775,6.253591160220995,PM2.5 - Local Conditions,33.110497237569064
2020,1,New Mexico,Catron,0,0,0,0.7454545454545454,PM2.5 - Local Conditions,4.181818181818182
2020,1,New Mexico,Chaves,0,0,0,2.090909090909091,PM2.5 - Local Conditions,11.545454545454545
2020,1,New Mexico,Dona Ana,0,25.774193548387096,0.037366013071895424,4.6119658119658125,Nitrogen dioxide (NO2),24.29032258064516
2020,1,New Mexico,Dona Ana,0,25.774193548387096,0.037366013071895424,4.6119658119658125,Ozone,34.57516339869281
2020,1,New Mexico,Dona Ana,0,25.774193548387096,0.037366013071895424,4.6119658119658125,PM2.5 - Local Conditions,25.299145299145298
2020,1,New Mexico,Eddy,0,18.548387096774192,0.037649999999999996,1.5272727272727273,Nitrogen dioxide (NO2),17.483870967741936
2020,1,New Mexico,Eddy,0,18.548387096774192,0.037649999999999996,1.5272727272727273,Ozone,34.85
2020,1,New Mexico,Eddy,0,18.548387096774192,0.037649999999999996,1.5272727272727273,PM2.5 - Local Conditions,8.363636363636363
2020,1,New Mexico,Lea,0,19.5,0.034870968,3.0090909090909093,Nitrogen dioxide (NO2),18.366666666666667
2020,1,New Mexico,Lea,0,19.5,0.034870968,3.0090909090909093,Ozone,32.12903225806452
2020,1,New Mexico,Lea,0,19.5,0.034870968,3.0090909090909093,PM2.5 - Local Conditions,16.59090909090909
2020,1,New Mexico,Lincoln,0,0,0,1.1099999999999999,PM2.5 - Local Conditions,6.2
2020,1,New Mexico,Los Alamos,0,0,0,1.2,PM2.5 - Local Conditions,6.7272727272727275
2020,1,New Mexico,Rio Arriba,0,0,0.042677419,0.5777777777777778,Ozone,39.61290322580645
2020,1,New Mexico,Rio Arriba,0,0,0.042677419,0.5777777777777778,PM2.5 - Local Conditions,3.111111111111111
2020,1,New Mexico,San Juan,0,13.72980132450331,0.036375000000000005,0,Nitrogen dioxide (NO2),12.841059602649006
2020,1,New Mexico,San Juan,0,13.72980132450331,0.036375000000000005,0,Ozone,33.7
2020,1,New Mexico,Sandoval,0,0,0.037166667,0,Ozone,34.333333333333336
2020,1,New Mexico,Santa Fe,0,0,0.042931034482758625,3.138709677419355,Ozone,39.793103448275865
2020,1,New Mexico,Santa Fe,0,0,0.042931034482758625,3.138709677419355,PM2.5 - Local Conditions,17.419354838709676
2020,1,New Mexico,Socorro,0,0,0,1.6181818181818182,PM2.5 - Local Conditions,9.090909090909092
2020,1,New Mexico,Taos,0,0,0,7.15,PM2.5 - Local Conditions,34.857142857142854
2020,1,New Mexico,Valencia,0,0,0.037290323,0,Ozone,34.45161290322581
2020,1,Oklahoma,Adair,0.25517241379310346,0,0.030366666666666667,4.321428571428571,Carbon monoxide,2.6206896551724137
2020,1,Oklahoma,Adair,0.25517241379310346,0,0.030366666666666667,4.321428571428571,Ozone,28
2020,1,Oklahoma,Adair,0.25517241379310346,0,0.030366666666666667,4.321428571428571,PM2.5 - Local Conditions,23.976190476190474
2020,1,Oklahoma,Canadian,0,0,0.030290322580645162,0,Ozone,28
2020,1,Oklahoma,Carter,0,0,0,5.65483871,PM2.5 - Local Conditions,30.838709677419356
2020,1,Oklahoma,Cleveland,0,0,0.030333333333333334,6.760869565217392,Ozone,28.2
2020,1,Oklahoma,Cleveland,0,0,0.030333333333333334,6.760869565217392,PM2.5 - Local Conditions,36.17391304347826
2020,1,Oklahoma,Comanche,0,0,0,4.941095890410959,PM2.5 - Local Conditions,27.15068493150685
2020,1,Oklahoma,Creek,0,0,0.031566666666666666,0,Ozone,29.266666666666666
2020,1,Oklahoma,Dewey,0,0,0,5.337096774193548,PM2.5 - Local Conditions,29.677419354838708
2020,1,Oklahoma,Grant,0,0,0,3.6999999999999997,PM2.5 - Local Conditions,20.571428571428573
2020,1,Oklahoma,Kay,0,0,0,6.796774193548387,PM2.5 - Local Conditions,36.41935483870968
2020,1,Oklahoma,Oklahoma,0.4674418604651163,21.45,0.030217391304347824,7.251145038167938,Carbon monoxide,5.279069767
2020,1,Oklahoma,Oklahoma,0.4674418604651163,21.45,0.030217391304347824,7.251145038167938,Nitrogen dioxide (NO2),20.166666666666668
2020,1,Oklahoma,Oklahoma,0.4674418604651163,21.45,0.030217391304347824,7.251145038167938,Ozone,27.956521739130434
2020,1,Oklahoma,Oklahoma,0.4674418604651163,21.45,0.030217391304347824,7.251145038167938,PM2.5 - Local Conditions,37.79389312977099
2020,1,Oklahoma,Osage,0,0,0.029521739130434786,0,Ozone,27.391304347826086
2020,1,Oklahoma,Ottawa,0,0,0,7.13,PM2.5 - Local Conditions,36.625
2020,1,Oklahoma,Pittsburg,0,0,0.031366667,6.038888888888889,Ozone,29.033333333333335
2020,1,Oklahoma,Pittsburg,0,0,0.031366667,6.038888888888889,PM2.5 - Local Conditions,32.638888888888886
2020,1,Oklahoma,Sequoyah,0,13.031578947368422,0,4.506451612903225,Nitrogen dioxide (NO2),11.789473684210526
2020,1,Oklahoma,Sequoyah,0,13.031578947368422,0,4.506451612903225,PM2.5 - Local Conditions,25.06451612903226
2020,1,Oklahoma,Tulsa,0.38275862068965516,18.97142857142857,0.0297375,6.468571428571429,Carbon monoxide,4.275862068965517
2020,1,Oklahoma,Tulsa,0.38275862068965516,18.97142857142857,0.0297375,6.468571428571429,Nitrogen dioxide (NO2),17.428571428571427
2020,1,Oklahoma,Tulsa,0.38275862068965516,18.97142857142857,0.0297375,6.468571428571429,Ozone,27.525
2020,1,Oklahoma,Tulsa,0.38275862068965516,18.97142857142857,0.0297375,6.468571428571429,PM2.5 - Local Conditions,34.82857142857143
2020,1,Oklahoma,Washington,0,0,0.0294,8.5,Ozone,27.4
2020,1,Oklahoma,Washington,0,0,0.0294,8.5,PM2.5 - Local Conditions,46.25
2020,1,Texas,Bell,0,11.326923076923077,0.030912280701754388,6.229032258064516,Nitrogen dioxide (NO2),10.346153846153847
2020,1,Texas,Bell,0,11.326923076923077,0.030912280701754388,6.229032258064516,Ozone,28.70175438596491
2020,1,Texas,Bell,0,11.326923076923077,0.030912280701754388,6.229032258064516,PM2.5 - Local Conditions,33.193548387096776
2020,1,Texas,Bexar,0.506896552,15.405357142857143,0.034051948,6.780891719745222,Carbon monoxide,5.931034482758621
2020,1,Texas,Bexar,0.506896552,15.405357142857143,0.034051948,6.780891719745222,Nitrogen dioxide (NO2),14.116071428571429
2020,1,Texas,Bexar,0.506896552,15.405357142857143,0.034051948,6.780891719745222,Ozone,31.532467532467532
2020,1,Texas,Bexar,0.506896552,15.405357142857143,0.034051948,6.780891719745222,PM2.5 - Local Conditions,35.146496815286625
2020,1,Texas,Bowie,0,0,0,7.377419354838709,PM2.5 - Local Conditions,38.32258064516129
2020,1,Texas,Brazoria,0,11.723076923076924,0.031303571428571424,0,Nitrogen dioxide (NO2),10.788461538461538
2020,1,Texas,Brazoria,0,11.723076923076924,0.031303571428571424,0,Ozone,28.928571428571427
2020,1,Texas,Brewster,0,0,0.037965517,2.5483870967741935,Ozone,35.13793103448276
2020,1,Texas,Brewster,0,0,0.037965517,2.5483870967741935,PM2.5 - Local Conditions,14.161290322580646
2020,1,Texas,Cameron,0,0,0.031903225806451614,7.464406779661017,Ozone,29.419354838709676
2020,1,Texas,Cameron,0,0,0.031903225806451614,7.464406779661017,PM2.5 - Local Conditions,40.271186440677965
2020,1,Texas,Collin,0,0,0.029533333333333335,0,Ozone,27.333333333333332
2020,1,Texas,Culberson,0,0,0,1.7909090909090908,PM2.5 - Local Conditions,10.090909090909092
2020,1,Texas,Dallas,0.3448275862068966,21.895294117647058,0.025982456140350878,6.655555555555555,Carbon monoxide,3.896551724137931
2020,1,Texas,Dallas,0.3448275862068966,21.895294117647058,0.025982456140350878,6.655555555555555,Nitrogen dioxide (NO2),20.223529411764705
2020,1,Texas,Dallas,0.3448275862068966,21.895294117647058,0.025982456140350878,6.655555555555555,Ozone,24.035087719298247
2020,1,Texas,Dallas,0.3448275862068966,21.895294117647058,0.025982456140350878,6.655555555555555,PM2.5 - Local Conditions,35.592592592592595
2020,1,Texas,Denton,0,16.603571428571428,0.03052459,5.561290322580645,Nitrogen dioxide (NO2),15.392857142857142
2020,1,Texas,Denton,0,16.603571428571428,0.03052459,5.561290322580645,Ozone,28.262295081967213
2020,1,Texas,Denton,0,16.603571428571428,0.03052459,5.561290322580645,PM2.5 - Local Conditions,30.70967741935484
2020,1,Texas,Ector,0,0,0,4.687096774193549,PM2.5 - Local Conditions,25.870967741935484
2020,1,Texas,El Paso,0.5869047619047618,36.57464788732395,0.033269006,7.400746268656717,Carbon monoxide,6.619047619047619
2020,1,Texas,El Paso,0.5869047619047618,36.57464788732395,0.033269006,7.400746268656717,Nitrogen dioxide (NO2),34.19718309859155
2020,1,Texas,El Paso,0.5869047619047618,36.57464788732395,0.033269006,7.400746268656717,Ozone,30.748538011695906
2020,1,Texas,El Paso,0.5869047619047618,36.57464788732395,0.033269006,7.400746268656717,PM2.5 - Local Conditions,37.19402985074627
2020,1,Texas,Ellis,0,12.663888888888888,0.029516666666666667,6.2846153846153845,Nitrogen dioxide (NO2),11.61111111111111
2020,1,Texas,Ellis,0,12.663888888888888,0.029516666666666667,6.2846153846153845,Ozone,27.4
2020,1,Texas,Ellis,0,12.663888888888888,0.029516666666666667,6.2846153846153845,PM2.5 - Local Conditions,34.92307692307692
2020,1,Texas,Galveston,0,10.200000000000001,0.035225806451612905,5.13,Nitrogen dioxide (NO2),9.25
2020,1,Texas,Galveston,0,10.200000000000001,0.035225806451612905,5.13,Ozone,32.645161290322584
2020,1,Texas,Galveston,0,10.200000000000001,0.035225806451612905,5.13,PM2.5 - Local Conditions,28.4
2020,1,Texas,Gregg,0,7.703703703703703,0.027333333,0,Nitrogen dioxide (NO2),6.925925925925926
2020,1,Texas,Gregg,0,7.703703703703703,0.027333333,0,Ozone,25.266666666666666
2020,1,Texas,Harris,0.45172413793103444,22.88721590909091,0.026874739,8.958333333333334,Carbon monoxide,5.0344827586206895
2020,1,Texas,Harris,0.45172413793103444,22.88721590909091,0.026874739,8.958333333333334,Nitrogen dioxide (NO2),21.15625
2020,1,Texas,Harris,0.45172413793103444,22.88721590909091,0.026874739,8.958333333333334,Ozone,24.845511482254697
2020,1,Texas,Harris,0.45172413793103444,22.88721590909091,0.026874739,8.958333333333334,PM2.5 - Local Conditions,43.07017543859649
2020,1,Texas,Harrison,0,7.322222222222222,0.027,6.464705882352941,Nitrogen dioxide (NO2),6.62962963
2020,1,Texas,Harrison,0,7.322222222222222,0.027,6.464705882352941,Ozone,24.964285714285715
2020,1,Texas,Harrison,0,7.322222222222222,0.027,6.464705882352941,PM2.5 - Local Conditions,33.35294117647059
2020,1,Texas,Hidalgo,0,0,0.031387096774193546,6.838461538461538,Ozone,29
2020,1,Texas,Hidalgo,0,0,0.031387096774193546,6.838461538461538,PM2.5 - Local Conditions,37.41025641025641
2020,1,Texas,Hood,0,0,0.029827586,0,Ozone,27.586206896551722
2020,1,Texas,Hunt,0,10.523333333333333,0.029064516,0,Nitrogen dioxide (NO2),9.566666666666666
2020,1,Texas,Hunt,0,10.523333333333333,0.029064516,0,Ozone,26.903225806451612
2020,1,Texas,Jefferson,0,12.75925925925926,0.031426136363636364,6.437096774193549,Nitrogen dioxide (NO2),11.679012345679013
2020,1,Texas,Jefferson,0,12.75925925925926,0.031426136363636364,6.437096774193549,Ozone,29.068181818181817
2020,1,Texas,Jefferson,0,12.75925925925926,0.031426136363636364,6.437096774193549,PM2.5 - Local Conditions,34.29032258064516
2020,1,Texas,Johnson,0,0,0.032133333,0,Ozone,29.833333333333332
2020,1,Texas,Karnes,0,11.703703703703704,0,0,Nitrogen dioxide (NO2),10.481481481481481
2020,1,Texas,Kaufman,0,11.07,0.029645161,6.922580645161291,Nitrogen dioxide (NO2),10.166666666666666
2020,1,Texas,Kaufman,0,11.07,0.029645161,6.922580645161291,Ozone,27.516129032258064
2020,1,Texas,Kaufman,0,11.07,0.029645161,6.922580645161291,PM2.5 - Local Conditions,35.74193548387097
2020,1,Texas,Kleberg,0,0,0,5.135714285714286,PM2.5 - Local Conditions,27.464285714285715
2020,1,Texas,Lubbock,0,0,0,3.641935483870968,PM2.5 - Local Conditions,20.258064516129032
2020,1,Texas,Maverick,0,0,0,4.2,PM2.5 - Local Conditions,23.03448275862069
2020,1,Texas,McLennan,0.21724137931034482,0,0.031266666666666665,3.9000000000000004,Carbon monoxide,2.1724137931034484
2020,1,Texas,McLennan,0.21724137931034482,0,0.031266666666666665,3.9000000000000004,Ozone,29.033333333333335
2020,1,Texas,McLennan,0.21724137931034482,0,0.031266666666666665,3.9000000000000004,PM2.5 - Local Conditions,21.677419354838708
2020,1,Texas,Montgomery,0,7.434482759,0.030074074074074073,7.219354838709678,Nitrogen dioxide (NO2),6.586206896551724
2020,1,Texas,Montgomery,0,7.434482759,0.030074074074074073,7.219354838709678,Ozone,27.85185185185185
2020,1,Texas,Montgomery,0,7.434482759,0.030074074074074073,7.219354838709678,PM2.5 - Local Conditions,36.67741935483871
2020,1,Texas,Navarro,0,12.813333333333333,0.029612903225806453,7.632258064516129,Nitrogen dioxide (NO2),11.666666666666666
2020,1,Texas,Navarro,0,12.813333333333333,0.029612903225806453,7.632258064516129,Ozone,27.516129032258064
2020,1,Texas,Navarro,0,12.813333333333333,0.029612903225806453,7.632258064516129,PM2.5 - Local Conditions,40.45161290322581
2020,1,Texas,Nueces,0,0,0.032418182,5.179591836734694,Ozone,29.945454545454545
2020,1,Texas,Nueces,0,0,0.032418182,5.179591836734694,PM2.5 - Local Conditions,28.683673469387756
2020,1,Texas,Orange,0,11.822222222222221,0.029206896551724138,6.47037037,Nitrogen dioxide (NO2),10.666666666666666
2020,1,Texas,Orange,0,11.822222222222221,0.029206896551724138,6.47037037,Ozone,27.03448275862069
2020,1,Texas,Orange,0,11.822222222222221,0.029206896551724138,6.47037037,PM2.5 - Local Conditions,33.25925925925926
2020,1,Texas,Parker,0,0,0.033064516,0,Ozone,30.64516129032258
2020,1,Texas,Polk,0,0,0.027677419,0,Ozone,25.64516129032258
2020,1,Texas,Potter,0,0,0,3.074193548387097,PM2.5 - Local Conditions,17.161290322580644
2020,1,Texas,Randall,0,0,0.037516129032258067,0,Ozone,34.645161290322584
2020,1,Texas,Rockwall,0,0,0.028580645161290323,0,Ozone,26.451612903225808
2020,1,Texas,Smith,0,6.307142857142857,0.030931034,0,Nitrogen dioxide (NO2),5.535714285714286
2020,1,Texas,Smith,0,6.307142857142857,0.030931034,0,Ozone,28.724137931034484
2020,1,Texas,Tarrant,0.39999999999999997,21.76013986013986,0.02888785,7.280869565217391,Carbon monoxide,4.758620689655173
2020,1,Texas,Tarrant,0.39999999999999997,21.76013986013986,0.02888785,7.280869565217391,Nitrogen dioxide (NO2),20.04895104895105
2020,1,Texas,Tarrant,0.39999999999999997,21.76013986013986,0.02888785,7.280869565217391,Ozone,26.757009345794394
2020,1,Texas,Tarrant,0.39999999999999997,21.76013986013986,0.02888785,7.280869565217391,PM2.5 - Local Conditions,38.56521739130435
2020,1,Texas,Travis,0.5599999999999999,20.036842105263155,0.029887096774193548,6.4312499999999995,Carbon monoxide,6.5
2020,1,Texas,Travis,0.5599999999999999,20.036842105263155,0.029887096774193548,6.4312499999999995,Nitrogen dioxide (NO2),18.50877192982456
2020,1,Texas,Travis,0.5599999999999999,20.036842105263155,0.029887096774193548,6.4312499999999995,Ozone,27.661290322580644
2020,1,Texas,Travis,0.5599999999999999,20.036842105263155,0.029887096774193548,6.4312499999999995,PM2.5 - Local Conditions,34.135416666666664
2020,1,Texas,Victoria,0,0,0.033870968,0,Ozone,31.35483870967742
2020,1,Texas,Webb,0.4793103448275862,0,0.028826087,6.840740741,Carbon monoxide,5.379310344827586
2020,1,Texas,Webb,0.4793103448275862,0,0.028826087,6.840740741,Ozone,26.52173913043478
2020,1,Texas,Webb,0.4793103448275862,0,0.028826087,6.840740741,PM2.5 - Local Conditions,36.7037037
2020,1,Texas,Wilson,0,14.110344827586207,0,0,Nitrogen dioxide (NO2),13
2020,2,Colorado,Adams,0.5,41.96666666666666,0.036275862,7.055882352941176,Carbon monoxide,5.724137931034483
2020,2,Colorado,Adams,0.5,41.96666666666666,0.036275862,7.055882352941176,Nitrogen dioxide (NO2),39.23809523809524
2020,2,Colorado,Adams,0.5,41.96666666666666,0.036275862,7.055882352941176,Ozone,33.62068965517241
2020,2,Colorado,Adams,0.5,41.96666666666666,0.036275862,7.055882352941176,PM2.5 - Local Conditions,35.64705882352941
2020,2,Colorado,Alamosa,0,0,0,2.177777777777778,PM2.5 - Local Conditions,12.11111111111111
2020,2,Colorado,Arapahoe,0,0,0.043568966,3.533333333333333,Ozone,40.39655172413793
2020,2,Colorado,Arapahoe,0,0,0.043568966,3.533333333333333,PM2.5 - Local Conditions,19.555555555555557
2020,2,Colorado,Archuleta,0,5.9624999999999995,0.044153846,0,Nitrogen dioxide (NO2),5.5
2020,2,Colorado,Archuleta,0,5.9624999999999995,0.044153846,0,Ozone,40.88461538461539
2020,2,Colorado,Boulder,0,0,0.043310345,7.014473684210526,Ozone,40.13793103448276
2020,2,Colorado,Boulder,0,0,0.043310345,7.014473684210526,PM2.5 - Local Conditions,35.56578947368421
2020,2,Colorado,Clear Creek,0,0,0.044833333333333336,0,Ozone,41.5
2020,2,Colorado,Delta,0,5.485185185185185,0.043137931034482754,3.0517241379310347,Nitrogen dioxide (NO2),4.888888888888889
2020,2,Colorado,Delta,0,5.485185185185185,0.043137931034482754,3.0517241379310347,Ozone,40.03448275862069
2020,2,Colorado,Delta,0,5.485185185185185,0.043137931034482754,3.0517241379310347,PM2.5 - Local Conditions,17
2020,2,Colorado,Denver,0.6106666666666666,46.09705882352941,0.033526316,6.920967741935484,Carbon monoxide,6.973333333333334
2020,2,Colorado,Denver,0.6106666666666666,46.09705882352941,0.033526316,6.920967741935484,Nitrogen dioxide (NO2),43.36274509803921
2020,2,Colorado,Denver,0.6106666666666666,46.09705882352941,0.033526316,6.920967741935484,Ozone,31.07894736842105
2020,2,Colorado,Denver,0.6106666666666666,46.09705882352941,0.033526316,6.920967741935484,PM2.5 - Local Conditions,34.931451612903224
2020,2,Colorado,Douglas,0,0,0.043103448,3.75,Ozone,39.96551724137931
2020,2,Colorado,Douglas,0,0,0.043103448,3.75,PM2.5 - Local Conditions,20.83823529411765
2020,2,Colorado,El Paso,0.5758620689655172,0,0.042172414,5.1000000000000005,Carbon monoxide,6.517241379310345
2020,2,Colorado,El Paso,0.5758620689655172,0,0.042172414,5.1000000000000005,Ozone,39.03448275862069
2020,2,Colorado,El Paso,0.5758620689655172,0,0.042172414,5.1000000000000005,PM2.5 - Local Conditions,27.482758620689655
2020,2,Colorado,Garfield,0,9.947368421052632,0.045030928,2.5586206896551724,Nitrogen dioxide (NO2),8.894736842105264
2020,2,Colorado,Garfield,0,9.947368421052632,0.045030928,2.5586206896551724,Ozone,42.134020618556704
2020,2,Colorado,Garfield,0,9.947368421052632,0.045030928,2.5586206896551724,PM2.5 - Local Conditions,14.206896551724139
2020,2,Colorado,Gilpin,0,0,0.047793103,0,Ozone,44.34482759
2020,2,Colorado,Gunnison,0,0,0.048448275862068964,0,Ozone,45
2020,2,Colorado,Jackson,0,0,0,0.75,PM2.5 - Local Conditions,4.25
2020,2,Colorado,Jefferson,0,11.282758620689656,0.041894117647058825,0,Nitrogen dioxide (NO2),10.241379310344827
2020,2,Colorado,Jefferson,0,11.282758620689656,0.041894117647058825,0,Ozone,38.8
2020,2,Colorado,La Plata,0.21034482758620693,8.192753623188405,0.041376623,3.110526315789474,Carbon monoxide,2.1724137931034484
2020,2,Colorado,La Plata,0.21034482758620693,8.192753623188405,0.041376623,3.110526315789474,Nitrogen dioxide (NO2),7.2898550724637685
2020,2,Colorado,La Plata,0.21034482758620693,8.192753623188405,0.041376623,3.110526315789474,Ozone,38.36363636363637
2020,2,Colorado,La Plata,0.21034482758620693,8.192753623188405,0.041376623,3.110526315789474,PM2.5 - Local Conditions,17.289473684210527
2020,2,Colorado,Larimer,0.5035714285714286,0,0.043803571,2.871052631578947,Carbon monoxide,5.857142857142857
2020,2,Colorado,Larimer,0.5035714285714286,0,0.043803571,2.871052631578947,Ozone,40.69642857142857
